"","Embryos0002","Embryos0204","Embryos0406","Embryos0608","Embryos0810","Embryos1012","Embryos1214","Embryos1416","Embryos1618","Embryos1820","Embryos2022","Embryos2224"
"FBgn0036227",1,1,3,5,11,3,6,4,16,366,1056,4003
"FBgn0036228",1,0,0,2,0,0,1,1,0,22,147,754
"FBgn0036229",1,0,2,5,6,4,8,33,364,2141,2515,7143
"FBgn0036230",0,0,0,0,0,2,0,4,5,7,1,7
"FBgn0036232",0,0,1,2,12,7,12,6,3,9,7,11
"FBgn0036233",36,23,58,58,85,60,79,659,6411,31225,33325,88553
"FBgn0036234",0,4,13,8,2,2,2,10,109,513,416,1218
"FBgn0036235",1,6,27,23,33,26,71,178,330,432,195,423
"FBgn0036236",0,0,3,5,10,61,72,41,37,31,7,17
"FBgn0036237",7939,3604,6016,5632,6438,13127,13288,10726,9332,8829,3347,5770
"FBgn0036239",7095,3669,7085,4129,3361,3659,4576,3283,2275,1402,616,1344
"FBgn0036240",2883,213,582,259,376,573,1017,553,475,456,504,706
"FBgn0036242",0,1,14,79,127,125,267,126,96,126,34,77
"FBgn0036246",0,1,8,5,2,4,2,2,1,4,2,3
"FBgn0036248",4007,5259,8316,4255,4139,4677,5295,2994,2438,1358,1223,2846
"FBgn0036249",1808,1514,3284,2056,1765,1562,1778,1004,742,511,258,676
"FBgn0036250",1,0,11,8,6,7,4,2,6,10,4,8
"FBgn0036254",2242,849,3253,2768,2929,2054,4056,1087,1181,937,1446,2834
"FBgn0036255",540,96,330,324,330,633,687,192,270,278,146,366
"FBgn0036257",6568,609,431,758,1339,2714,4823,3283,4640,6923,3036,7559
"FBgn0036258",24201,31080,85074,44373,43430,43373,45522,29332,23023,21309,13519,28012
"FBgn0036259",1,7,41,34,47,124,259,365,241,70,39,111
"FBgn0036260",2,2,6,3,14,14,37,64,107,161,85,189
"FBgn0036262",2,3,21,98,511,425,89,33,59,556,905,1904
"FBgn0036263",3533,3117,7379,2465,1672,1613,1687,936,564,348,152,362
"FBgn0036264",3,0,3,2,27,51,75,45,108,1056,4341,5834
"FBgn0036266",698,840,982,456,592,573,1182,282,357,181,188,571
"FBgn0036271",1724,597,3867,3149,3802,6985,6517,5587,4256,3539,1406,2686
"FBgn0036272",19081,21207,20391,9326,12380,17641,26068,19901,14614,8847,7384,13477
"FBgn0036273",1575,459,1293,884,788,1408,2393,1767,1636,2608,1516,3332
"FBgn0036274",0,1,6,36,107,501,817,784,739,934,342,852
"FBgn0036277",1548,1775,4037,2207,1875,2446,1741,740,518,420,178,370
"FBgn0036278",5,22,18,27,30,343,786,1479,992,1004,624,1308
"FBgn0036279",63,240,1289,6160,9575,19378,24358,10381,13497,19916,6270,13844
"FBgn0036282",25,60,581,558,766,3256,3664,3418,2565,2146,584,1052
"FBgn0036285",12,27,189,1036,970,1030,1036,687,352,372,208,307
"FBgn0036286",5179,1683,5769,4465,4974,8064,8779,6316,3580,2406,1055,2171
"FBgn0036287",31,484,563,448,451,1246,1446,1667,1756,1684,775,1506
"FBgn0036288",25,8,28,137,308,1259,2471,4073,5341,3241,821,1913
"FBgn0036289",121,68,148,157,403,664,1388,16435,84891,36246,1731,3874
"FBgn0036290",427,143,156,69,92,204,247,178,187,167,47,123
"FBgn0036291",617,618,927,483,609,845,1229,477,593,537,265,604
"FBgn0036292",2161,1256,2113,1231,1209,1663,1637,1228,689,622,259,604
"FBgn0036294",408,145,479,618,971,3145,3691,2846,1841,1539,770,1845
"FBgn0036298",10465,10123,22661,13369,11900,21795,21059,29159,17260,8179,2791,5847
"FBgn0036299",11451,5424,24450,28382,28158,47944,48087,31184,19396,14477,4371,9149
"FBgn0036300",1603,380,798,703,883,2095,2200,1787,1691,1448,736,1486
"FBgn0036301",4185,3965,6102,5154,5142,4991,5424,2747,1721,1055,1187,2324
"FBgn0036302",1612,1313,3065,1537,1361,2051,2404,1525,1790,1958,1271,2329
"FBgn0036305",4599,4521,9047,6005,5560,5861,8430,3691,3817,3223,2101,4555
"FBgn0036306",1103,1004,2308,1256,1324,1514,2354,702,738,652,513,1302
"FBgn0036309",2660,3255,3474,1636,1946,1722,4738,1676,2949,2533,1951,4618
"FBgn0036310",0,2,4,2,3,4,1,2,1,1,0,2
"FBgn0036311",0,1,2,1,12,0,5,3,6,7,0,1
"FBgn0036312",1969,2142,1404,663,1099,1662,3868,2861,3049,3095,2223,4480
"FBgn0036314",3699,5375,14677,7628,5795,6074,6517,4056,2939,2583,1447,2619
"FBgn0036316",12363,602,4417,9262,9264,13833,19549,16429,14884,14093,9401,21239
"FBgn0036317",2448,1109,4611,3147,3543,4108,7447,3652,3087,2489,1240,2756
"FBgn0036318",2080,1900,3164,2346,2410,3183,3673,3041,4453,7208,4528,10026
"FBgn0036319",9,31,36,32,28,99,368,1443,1645,1611,703,1523
"FBgn0036320",0,0,0,0,1,0,3,1,9,8,21,54
"FBgn0036321",10,4,11,4,16,25,39,445,2711,12074,5984,10582
"FBgn0036322",1,0,0,0,0,0,0,1,21,74,30,86
"FBgn0036323",2,5,23,15,51,125,173,207,354,648,27,67
"FBgn0036324",107,36,22,4,8,9,10,3,7,26,30,64
"FBgn0036325",0,0,0,1,3,0,0,0,3,0,1,2
"FBgn0036327",0,0,0,1,0,1,0,0,0,0,0,0
"FBgn0036328",0,0,0,0,3,0,0,0,0,1,0,0
"FBgn0036329",0,0,0,0,2,0,0,0,0,1,1,2
"FBgn0036330",773,808,497,145,224,257,392,261,208,112,232,383
"FBgn0036331",912,347,728,381,448,555,801,271,270,202,115,366
"FBgn0036332",1776,1041,749,290,387,264,726,264,353,122,320,665
"FBgn0036333",6102,2416,1073,1629,2461,3118,6275,1999,2343,1681,1008,2687
"FBgn0036334",10429,4329,6908,5100,7073,13633,19139,14368,12518,8574,4914,9783
"FBgn0036335",979,491,721,646,1010,2733,3072,1522,1838,1597,962,2030
"FBgn0036336",2823,228,80,53,112,494,788,668,718,601,219,388
"FBgn0036337",5451,3171,9884,6737,5478,10862,9147,6011,7327,9497,5330,9522
"FBgn0036338",39,65,278,347,389,720,626,443,263,186,67,138
"FBgn0036340",19737,21903,30385,25611,22486,22658,23111,17299,10944,6405,6397,9975
"FBgn0036341",6603,2512,2689,1922,2314,3939,4340,3020,2548,2392,1094,2152
"FBgn0036342",705,237,1565,1058,1140,2062,1512,747,678,578,601,1055
"FBgn0036343",0,4,2,3,6,5,2,2,0,0,0,0
"FBgn0036345",1,11,84,23,2,1,2,0,2,1,0,0
"FBgn0036346",1,53,479,115,22,3,4,2,0,4,2,1
"FBgn0036348",1,39,52,13,31,61,184,111,132,124,51,88
"FBgn0036349",997,14422,1440,148,272,172,93,33,27,213,30,198
"FBgn0036350",42,534,382,43,37,22,42,21,5,6,3,6
"FBgn0036351",39,79,263,618,760,1021,5497,20741,7119,798,115,242
"FBgn0036352",104,216,412,1761,2689,36937,104037,32439,2666,1018,71,466
"FBgn0036353",2799,1923,4013,2054,1696,2303,4183,4112,1815,1332,275,712
"FBgn0036354",7551,9078,23768,14255,10314,6670,4122,3395,1946,1695,966,2322
"FBgn0036356",2048,828,1218,721,751,1007,799,547,367,256,166,340
"FBgn0036359",1,4,4,6,18,291,604,312,85,142,537,1241
"FBgn0036360",2,3,7,23,58,428,610,1123,996,990,415,763
"FBgn0036361",0,1,3,3,3,1,1,1,2,13,144,398
"FBgn0036362",6,1,7,18,15,10,12,22,80,1940,6842,17271
"FBgn0036363",0,5,11,3,3,6,7,8,13,144,228,655
"FBgn0036364",8,17,70,73,114,1582,2538,2452,1759,1383,788,1714
"FBgn0036365",3779,3532,7028,3644,3279,3430,6803,9692,8849,7774,3377,6447
"FBgn0036366",1990,278,1069,657,710,1129,826,544,333,215,125,250
"FBgn0036367",4,8,5,47,103,281,374,413,894,2310,1429,3003
"FBgn0036368",1649,362,324,148,153,304,659,1145,1335,1347,704,1501
"FBgn0036369",324,273,131,51,80,98,135,130,95,121,140,269
"FBgn0036372",8708,8673,8264,3859,4108,3413,5207,4940,6100,5410,3879,7228
"FBgn0036373",5390,1926,6022,3826,2623,4007,3743,4982,3599,3447,1382,2540
"FBgn0036374",17269,13387,18729,10919,9815,6367,11248,11615,6908,4563,3624,5758
"FBgn0036376",11546,14452,18315,10993,9863,9442,14502,10222,8958,6371,6290,12138
"FBgn0036377",29,10,40,79,118,856,4183,9098,5251,2793,815,1982
"FBgn0036379",28,64,204,847,1685,4519,9209,5917,6342,7340,2816,6307
"FBgn0036380",0,7,5,1,2,4,4,24,36,39,2,18
"FBgn0036381",108,467,7584,7629,6234,22848,38556,23549,17520,7787,1719,4167
"FBgn0036382",15,12,30,69,178,1446,4387,5442,6871,2317,159,314
"FBgn0036386",2900,1381,4324,2076,1587,1485,1919,440,477,371,253,580
"FBgn0036389",24164,12047,23851,14336,11740,13301,16094,11516,7101,5107,2384,6021
"FBgn0036390",35,27,20,8,50,103,59,325,4389,32694,16420,28027
"FBgn0036391",2,7,11,4,8,20,23,62,184,532,579,1005
"FBgn0036393",0,0,2,2,6,4,3,4,18,197,487,1820
"FBgn0036394",2,0,2,0,5,1,2,2,0,25,194,818
"FBgn0036395",2019,1042,1392,906,992,919,1030,481,481,285,733,1091
"FBgn0036396",2283,1210,1458,898,920,938,872,506,419,201,330,614
"FBgn0036397",6575,1268,1972,1154,1058,1558,1722,1443,1279,1192,401,967
"FBgn0036398",32770,25705,41308,31081,27962,14966,44109,37623,29277,20856,17312,30924
"FBgn0036402",4616,4000,3427,2000,2923,4054,4175,2541,1837,908,1370,2374
"FBgn0036403",1808,152,312,136,207,150,118,69,33,31,12,49
"FBgn0036405",4005,1674,4694,2899,2526,3600,2393,1964,1307,926,666,1161
"FBgn0036406",1135,1014,1962,1073,1160,1284,1270,610,524,412,334,674
"FBgn0036410",0,10,30,49,76,295,587,40,17,4,2,8
"FBgn0036411",28,193,1901,1548,899,559,356,364,232,306,98,160
"FBgn0036414",7,130,407,217,150,57,94,96,120,133,35,112
"FBgn0036415",1,6,7,21,45,85,126,30,21,20,20,68
"FBgn0036416",3,10,55,46,58,31,86,46,47,39,14,24
"FBgn0036417",0,0,2,0,24,3,44,3,1,2,19,17
"FBgn0036419",7,5,35,57,84,36,66,688,1264,1003,664,1168
"FBgn0036421",0,1,3,8,12,17,25,4,1,2,2,1
"FBgn0036422",16,57,98,46,48,46,61,153,884,2947,5220,13429
"FBgn0036423",740,531,918,456,408,424,589,340,281,143,149,285
"FBgn0036426",0,0,0,0,0,0,6,1,0,1,2,0
"FBgn0036427",1,1,4,2,11,37,166,187,36,7,5,1
"FBgn0036428",11308,9469,15379,8217,11725,12172,18947,10010,9196,7011,4317,9835
"FBgn0036433",62,100,383,1475,3820,12006,21080,16549,11365,7746,2036,5118
"FBgn0036436",17,25,58,426,879,4551,8244,3316,1360,305,32,111
"FBgn0036437",1,0,2,10,19,225,349,163,199,166,53,132
"FBgn0036438",0,0,0,0,1,0,0,1,0,1,0,2
"FBgn0036439",0,0,0,0,0,0,1,0,0,0,0,0
"FBgn0036440",0,0,0,0,1,0,1,1,0,0,0,3
"FBgn0036441",0,0,0,0,2,1,0,1,0,0,0,0
"FBgn0036442",1,0,0,1,2,0,7,23,18,7,5,9
"FBgn0036443",0,0,0,0,2,1,23,41,28,10,3,17
"FBgn0036446",6253,1448,3611,2543,2435,2556,4594,2466,2695,2038,1442,3556
"FBgn0036447",0,4,3,1,3,4,7,7,5,5,3,9
"FBgn0036448",14114,10600,8360,5443,7303,6391,12393,8029,6642,5347,4873,9459
"FBgn0036449",5296,6341,7148,5403,5411,5068,8184,3377,3351,5096,3868,10556
"FBgn0036450",7928,4826,13717,4864,3534,3813,4497,2572,1828,1405,733,1557
"FBgn0036451",21927,23022,23992,16940,16310,13768,21010,18823,13628,10464,7230,13141
"FBgn0036454",3,7,24,72,39,70,200,336,859,3595,1753,3902
"FBgn0036459",0,10,94,152,173,64,47,3,0,2,0,2
"FBgn0036460",2454,1275,8507,6193,5117,4915,5057,2583,1934,1527,2527,4101
"FBgn0036461",11,155,866,131,101,311,911,676,1094,725,815,1705
"FBgn0036462",4425,3674,6554,3867,4172,7289,6391,3959,3789,3327,1719,3485
"FBgn0036463",181,165,962,3552,4176,5056,5754,2034,1888,1491,635,1241
"FBgn0036465",57,12,43,19,11,10,13,2,2,1,0,3
"FBgn0036466",2,1,6,5,8,154,560,226,588,520,158,465
"FBgn0036467",13,1,17,18,8,36,27,77,263,1030,4846,16304
"FBgn0036468",3,2,3,3,3,7,7,8,46,449,1535,6414
"FBgn0036469",33,12,27,9,70,93,84,515,8583,19592,23349,60312
"FBgn0036470",78,64,57,34,183,200,302,2683,31343,74796,32089,82718
"FBgn0036471",1,1,1,4,4,0,0,1,2,10,42,156
"FBgn0036474",1,23,78,43,80,119,107,31,20,19,8,18
"FBgn0036476",3276,3159,5345,4480,4182,3141,4820,2025,1777,1208,1272,2473
"FBgn0036479",2,0,10,5,9,3,2,5,44,83,39,102
"FBgn0036480",3775,5171,16096,6652,4759,2444,3687,1903,1520,1195,1644,2811
"FBgn0036481",16,171,1707,865,936,1620,1255,783,2842,2319,325,810
"FBgn0036482",0,19,36,11,5,2,5,1,3,1,2,1
"FBgn0036483",10619,2693,9833,6335,4322,2787,4495,2202,1298,982,550,1211
"FBgn0036484",6655,6629,11228,5792,5572,6322,7243,5838,4825,4278,3570,5747
"FBgn0036485",17,91,284,317,482,1397,2483,1668,1899,1565,689,1641
"FBgn0036486",16005,2580,18166,9010,3985,1443,1345,640,402,277,164,437
"FBgn0036487",4520,5636,13046,6391,5870,6298,6483,3079,2281,1852,953,2127
"FBgn0036488",1052,490,1259,1223,1465,2653,3276,2172,2619,2165,1262,2947
"FBgn0036489",2204,2401,4412,2937,3431,5106,3971,2143,1464,649,515,965
"FBgn0036490",0,1,1,4,2,3,0,2,0,4,0,0
"FBgn0036491",1,5,75,145,141,103,133,25,13,16,8,20
"FBgn0036492",0,2,13,13,9,12,17,5,5,2,0,0
"FBgn0036493",1304,536,4982,5923,7070,6591,8000,1885,1680,1528,277,1205
"FBgn0036494",527,6718,61980,38200,23033,10882,14836,6334,4603,5102,1983,4676
"FBgn0036496",25,26,114,109,90,146,128,96,52,45,17,28
"FBgn0036497",0,0,0,0,3,0,0,0,2,0,0,1
"FBgn0036498",0,0,0,3,7,24,44,32,29,15,5,15
"FBgn0036499",0,0,1,0,1,4,2,0,1,0,0,0
"FBgn0036500",3147,4557,10834,5705,5511,7151,5767,3416,2423,1948,2521,4778
"FBgn0036501",104,96,566,3648,6244,9831,7944,1360,1216,2388,2999,6737
"FBgn0036502",1752,345,1101,1565,2411,2868,3469,1144,992,888,852,1910
"FBgn0036503",129,2320,7342,3006,1006,242,220,61,38,46,17,89
"FBgn0036504",0,0,2,0,2,1,1,0,3,2,0,0
"FBgn0036505",3156,3051,6209,3311,3198,3428,4341,1890,1971,1549,834,2129
"FBgn0036509",3220,4312,8675,4995,5141,7142,9465,4926,4633,4163,2840,6009
"FBgn0036510",4838,3999,5993,4231,4812,6207,6084,2805,2658,2276,1358,3028
"FBgn0036511",14838,12934,12649,13943,15892,14422,20953,18462,15325,14340,9254,17516
"FBgn0036512",3221,1499,7508,4327,4015,5809,7266,3704,2662,1625,698,1484
"FBgn0036514",3288,3788,7494,4426,4234,3352,5575,2044,1870,1259,2126,3996
"FBgn0036515",4751,2177,4036,3017,4004,8491,6420,3937,2687,2307,1444,2656
"FBgn0036516",5791,3536,16421,9057,7104,10467,8002,6762,5039,6796,2270,4122
"FBgn0036518",10922,12134,20931,9870,9148,10532,11805,12206,7251,4740,3871,6436
"FBgn0036519",4474,1974,4963,3446,2902,4182,3675,2144,1218,1140,418,891
"FBgn0036520",0,1,1,4,3,36,89,33,29,12,8,15
"FBgn0036522",13748,21810,57343,23206,21338,16779,17401,7341,5448,3052,6456,11015
"FBgn0036527",0,0,2,3,1,1,1,0,0,0,0,1
"FBgn0036528",0,3,10,6,5,7,2,0,2,0,0,2
"FBgn0036529",1,3,27,52,66,127,228,520,904,368,42,123
"FBgn0036531",0,1,12,8,9,33,61,5,21,7,0,6
"FBgn0036532",0,2,7,6,4,0,3,1,3,7,1,4
"FBgn0036533",2734,1889,2721,2566,2983,4800,5119,2876,2539,2250,1355,3050
"FBgn0036534",9684,7641,20593,11738,10529,8565,16217,10271,8647,8036,2978,7291
"FBgn0036536",2331,1983,2162,897,954,920,960,513,425,207,263,646
"FBgn0036537",1733,2518,7744,3373,3261,3584,4397,1367,1635,878,631,1830
"FBgn0036538",2072,2867,7419,3208,3263,3306,5092,1549,2034,1104,1051,2569
"FBgn0036541",0,0,3,3,2,8,2,40,39,47,18,46
"FBgn0036542",1,0,1,1,3,5,14,89,308,579,288,599
"FBgn0036544",15,20,67,223,636,2458,6066,3668,3960,3453,1452,3923
"FBgn0036545",2133,1274,3046,1457,1292,1834,1537,681,577,502,218,572
"FBgn0036546",5372,4531,8746,4221,3899,5637,3887,2939,2415,1599,734,1541
"FBgn0036547",38,174,435,269,434,3244,5523,6468,5217,3746,4592,8926
"FBgn0036548",15594,25378,84928,31092,24812,17886,28904,13561,8296,4908,2827,7170
"FBgn0036549",985,1662,5800,5503,5015,9776,10487,4710,2551,1187,521,1326
"FBgn0036550",0,4,13,18,25,17,43,8,33,75,90,197
"FBgn0036551",84,119,184,578,1692,4498,2654,1807,4442,7986,6082,11879
"FBgn0036552",2,14,28,27,28,23,28,27,58,76,53,153
"FBgn0036553",2,14,55,61,45,181,474,393,647,897,576,1344
"FBgn0036556",2650,2135,6549,3807,3870,3625,8836,3842,4840,4665,2660,7251
"FBgn0036557",1554,1060,4223,3397,3103,6428,6169,3607,4110,3966,2391,5046
"FBgn0036558",9150,5108,20391,9949,8544,8931,10920,9940,8316,5598,2040,4276
"FBgn0036560",2,29,153,73,73,44,73,88,297,543,238,547
"FBgn0036563",8,8,42,26,25,31,28,81,642,6677,13895,35337
"FBgn0036564",5476,2502,4882,2368,1951,2560,1803,918,496,513,196,399
"FBgn0036565",5779,6844,16202,8134,7902,5591,6587,1877,1398,549,1043,2235
"FBgn0036566",10164,8934,17115,7894,7851,8546,12616,7271,6187,4661,2760,6144
"FBgn0036567",4,22,63,29,40,137,221,111,81,56,13,48
"FBgn0036568",7,29,36,8,9,18,19,11,3,9,0,5
"FBgn0036569",1218,58,147,122,216,914,1981,1246,1109,623,190,508
"FBgn0036570",2688,2792,3555,2276,2041,2130,2256,1272,936,596,305,871
"FBgn0036571",2091,551,2922,2147,1780,2258,3224,1105,1279,1276,655,1805
"FBgn0036573",416,257,934,463,512,799,1332,277,376,217,149,420
"FBgn0036574",15438,7303,15239,6772,4660,2350,3701,1654,1099,699,570,1248
"FBgn0036575",0,3,5,3,5,3,17,70,125,73,205,835
"FBgn0036576",7806,792,746,1107,1799,3745,5720,7805,7711,9220,3893,7405
"FBgn0036577",0,2,3,1,4,3,4,6,3,0,4,8
"FBgn0036578",3845,1165,4788,3718,3014,3116,4135,1202,1173,998,1444,2911
"FBgn0036579",2304,2913,3686,1739,2313,3646,5737,2654,2128,1283,910,2249
"FBgn0036580",3101,3007,5158,2781,2680,2857,2980,1637,1543,1221,645,1384
"FBgn0036581",1493,2023,3995,1611,1438,1546,2462,740,886,903,559,1603
"FBgn0036583",1,2,2,0,5,5,15,85,145,228,129,253
"FBgn0036584",1,2,1,0,5,1,4,12,21,58,33,103
"FBgn0036585",0,0,0,0,1,0,0,0,1,0,1,0
"FBgn0036587",0,0,0,4,7,16,38,5,5,8,0,4
"FBgn0036588",5,7,1,1,11,13,10,216,1945,16298,457,1644
"FBgn0036589",36,44,15,13,91,64,83,853,8447,58227,6466,22559
"FBgn0036590",0,1,0,2,3,30,49,3,11,30,20,19
"FBgn0036591",0,0,0,4,10,70,35,4,15,35,0,5
"FBgn0036592",100,31,70,59,155,120,229,7549,42238,29549,222,636
"FBgn0036593",21,5,21,15,45,49,73,1801,11441,5688,39,101
"FBgn0036594",81,37,35,33,97,95,144,4826,29508,55238,729,1564
"FBgn0036595",11,7,8,10,21,119,115,522,3831,5809,241,559
"FBgn0036596",4,1,3,3,8,7,11,573,1630,579,3,11
"FBgn0036597",12,10,5,3,24,21,23,197,1973,14027,4148,7733
"FBgn0036598",4,7,2,4,11,26,11,125,1037,7046,3765,7324
"FBgn0036599",47,20,19,22,66,95,96,1253,10847,43521,20722,33709
"FBgn0036600",74,63,38,54,201,774,977,4500,37254,100666,20132,35038
"FBgn0036601",47,36,25,24,125,230,215,1868,19362,51596,3897,7299
"FBgn0036602",0,1,2,0,3,3,1,82,797,2078,62,155
"FBgn0036603",0,1,1,0,3,0,0,10,9,30,1,4
"FBgn0036605",35,25,17,4,80,85,102,1604,17017,42370,3311,6686
"FBgn0036606",23,20,13,10,64,51,49,944,10876,31414,3604,7550
"FBgn0036607",82,51,35,33,152,206,432,3181,28216,88893,11727,19673
"FBgn0036608",0,0,0,0,1,3,0,9,79,253,19,34
"FBgn0036609",0,0,0,0,0,0,0,0,5,2,0,0
"FBgn0036610",0,0,0,2,4,3,5,69,616,1281,51,139
"FBgn0036612",193,100,268,503,1575,621,1200,22425,77065,49898,7122,16635
"FBgn0036614",3019,1037,2977,1479,1382,1449,2383,1063,1049,1029,485,1162
"FBgn0036615",1341,415,1948,1007,691,842,815,383,345,308,142,303
"FBgn0036616",20,23,23,28,78,363,624,1499,5306,11508,9786,22616
"FBgn0036617",1,4,11,7,0,7,2,7,4,12,17,26
"FBgn0036618",2,0,4,0,2,2,2,4,3,8,4,24
"FBgn0036619",79,67,176,68,20,18,35,31,35,37,16,46
"FBgn0036620",1674,19,48,12,25,24,53,72,167,989,771,1683
"FBgn0036621",13839,9773,17183,13636,15772,18699,32037,22742,12019,7254,4583,10228
"FBgn0036622",3205,444,1471,2393,2864,6659,11857,14902,13219,12304,12626,21535
"FBgn0036623",1520,1451,3579,2184,2380,3182,5681,1922,1890,1544,1131,3078
"FBgn0036624",8021,7477,14906,4816,4428,2754,6148,3959,3083,1511,3219,5407
"FBgn0036626",3,27,52,6,18,7,11,5,12,24,18,30
"FBgn0036627",2,53,69,118,363,312,299,208,207,873,1049,2231
"FBgn0036628",4,66,155,11,60,48,42,44,62,193,86,184
"FBgn0036629",807,591,517,213,465,482,747,393,372,210,176,398
"FBgn0036637",0,0,1,0,0,14,22,32,56,152,87,173
"FBgn0036638",34,57,304,580,643,180,124,1301,10488,52294,5168,12666
"FBgn0036639",31,24,13,16,58,72,35,629,5089,43482,9379,17014
"FBgn0036640",4688,5000,7102,3796,2977,2218,3063,1457,1264,682,1231,2281
"FBgn0036641",7350,8442,12331,4849,5391,6498,4710,3282,2118,1311,972,1781
"FBgn0036643",1582,789,3212,1321,1052,1465,1452,1091,981,1473,726,1524
"FBgn0036648",639,110,332,269,321,435,385,264,144,123,60,132
"FBgn0036652",1,4,8,7,11,7,14,6,3,15,1,14
"FBgn0036654",1,2,11,15,15,11,29,27,25,35,5,11
"FBgn0036655",0,0,1,3,2,3,0,0,2,7,0,0
"FBgn0036656",0,0,0,0,1,1,0,3,25,26,0,1
"FBgn0036659",6,6,20,24,43,280,509,257,253,2274,1322,3610
"FBgn0036660",6530,1227,5586,3269,2165,1979,1308,584,415,366,150,378
"FBgn0036661",12360,14025,16336,7112,6807,5221,6796,2960,2512,1369,1572,3810
"FBgn0036662",2596,448,1062,1474,1637,3022,4160,3618,2831,1978,879,1651
"FBgn0036663",4304,653,1736,4821,8814,14890,17921,9748,9222,14384,9352,22155
"FBgn0036665",3,5,26,40,106,353,588,157,817,2633,350,965
"FBgn0036666",3819,3623,7088,4201,3890,4445,6625,2667,2950,3066,1320,3204
"FBgn0036667",1190,1127,3257,1803,1648,1975,2788,815,785,434,328,850
"FBgn0036668",14975,8223,15997,12716,12674,11919,20283,8490,7728,7828,4480,10710
"FBgn0036670",166,450,2228,763,654,459,325,31,41,24,13,47
"FBgn0036671",4948,2376,2932,2334,2188,3279,2687,1383,1099,1027,513,1152
"FBgn0036676",1,0,3,3,15,36,116,132,207,85,20,64
"FBgn0036677",3,15,39,147,305,1711,2066,336,21,20,13,24
"FBgn0036678",3,7,30,45,137,779,2194,571,417,283,69,202
"FBgn0036679",0,14,14,15,11,8,11,7,2,19,28,59
"FBgn0036680",13,99,365,643,653,573,431,165,76,648,1513,2608
"FBgn0036681",0,1,0,4,5,3,1,2,2,3,3,3
"FBgn0036684",7860,3039,18205,5951,4319,4643,6206,4071,3277,3898,2686,5250
"FBgn0036685",8249,1613,2836,2251,2829,5762,5321,2679,2500,2320,1127,2510
"FBgn0036686",11457,14559,27291,13868,13158,10511,13706,8043,6524,4202,7985,13848
"FBgn0036687",26,47,150,83,46,189,297,172,92,57,20,45
"FBgn0036688",5375,1832,8585,4713,4021,6775,8648,9404,10659,14101,4687,8886
"FBgn0036689",6946,2566,2064,765,1505,1483,1427,1044,828,328,363,1003
"FBgn0036690",0,0,3,11,36,25,37,65,100,164,212,470
"FBgn0036691",2288,1007,3067,1571,1295,2152,1770,1438,1257,1258,481,967
"FBgn0036695",2887,2265,2167,1314,1544,2267,2568,1326,906,557,268,750
"FBgn0036696",953,1227,2743,1415,1255,1615,1364,745,574,419,318,580
"FBgn0036697",4854,4913,7283,5102,5417,5124,8660,4489,4551,4867,3496,9340
"FBgn0036698",50,97,255,276,488,1056,1283,5062,25395,28538,1563,4469
"FBgn0036702",10823,6247,12203,7694,7446,13695,15792,13507,12609,11986,5950,11969
"FBgn0036703",0,1,16,10,5,1,3,0,0,0,0,0
"FBgn0036704",0,0,15,3,1,1,0,0,0,2,0,0
"FBgn0036705",0,0,0,0,0,3,0,2,3,0,0,0
"FBgn0036706",0,0,0,0,1,1,0,0,0,1,0,0
"FBgn0036707",0,0,1,1,1,6,35,14,1,2,1,4
"FBgn0036709",0,0,0,0,1,0,2,0,3,1,1,4
"FBgn0036710",9226,7087,11896,6091,3747,2737,3560,1913,1203,502,208,544
"FBgn0036711",3,5,108,7,8,13,53,253,623,927,234,517
"FBgn0036712",0,8,26,7,5,1,2,0,2,0,2,2
"FBgn0036713",4,4,14,14,19,106,350,590,775,838,484,1084
"FBgn0036714",4169,5715,6353,3592,3607,3291,5737,2230,1774,920,2215,3640
"FBgn0036715",296,3659,30580,5591,2414,3417,8481,3448,3413,2499,569,1655
"FBgn0036716",5,24,205,316,342,174,142,78,303,310,18,41
"FBgn0036717",249,138,110,75,434,171,246,13214,95402,323625,110048,151861
"FBgn0036723",13,42,173,125,146,103,226,106,100,63,46,92
"FBgn0036725",39,211,1347,4524,5229,7150,12724,7982,5490,4206,1892,4275
"FBgn0036726",4257,4250,8977,4447,5066,10419,8978,7184,7014,7652,4571,9699
"FBgn0036727",7,107,127,64,64,154,453,539,379,426,471,1118
"FBgn0036728",7080,5933,17440,8622,8702,11585,12305,18805,16760,16448,12005,23542
"FBgn0036729",2,3,6,5,18,11,17,2,3,9,3,22
"FBgn0036730",13,17,54,19,45,76,66,25,27,29,30,61
"FBgn0036731",1,5,9,3,4,5,1,2,2,2,1,3
"FBgn0036732",111,1672,5089,4272,4487,7151,16455,9500,4088,4967,3475,7928
"FBgn0036733",7101,4071,12126,6890,5113,5215,4868,3696,2285,1240,1011,1562
"FBgn0036734",5526,8808,28160,13295,8027,7055,7432,6360,3993,3344,2136,3530
"FBgn0036735",12867,10464,6050,5817,5513,4947,9118,5939,4806,4157,3413,6197
"FBgn0036738",3,12,5,5,7,1,3,3,1,4,0,1
"FBgn0036740",2729,1631,5693,3403,3480,6881,6037,3652,3790,4184,1754,3763
"FBgn0036741",7142,3401,4571,3640,4948,6974,9316,2905,2410,3018,1685,4311
"FBgn0036742",16,36,124,55,31,148,368,458,227,261,654,1209
"FBgn0036745",1549,979,3487,2658,2800,4606,3945,1237,1032,669,220,602
